0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
1.6948225044556917,-0.04725919217671097,-0.04276928095343463,-0.08197229212269774,-0.03149353266822081,-0.019949583703066102,0.0,-0.015812269609659934,-0.02587088726429724,-0.017269995303491926,-0.024104620451810128,-0.06579601848839862,0.0,0.0,-0.009245454132031528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021271219797746942,0.0,0.0,0.0,0.0,-0.006440092006192511,0.0,-0.003367065860318642,0.0,-0.00818892137963743,-0.050921191969493566,0.0,0.0,0.0,-0.010657153025677824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013801482680611027,0.0,-0.009166893322083149,0.0,0.0,0.0,0.0,-0.01424653627083445,-0.017106196812072108,0.0,-0.031526830606530915,0.0,0.0,-0.06810368934692165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06665014181031527,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011485043451542306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029143705582096526,0.0,0.0,-0.051682837371216435,0.0,0.0,0.0,0.0,0.0,-0.012496301491199598,0.0,-0.010822592825448141,0.0,-0.0027230654625216948,0.0,-0.013581303505033077,-0.006392456162103343,0.0,0.0,-0.005195945827204168,-0.008210566643257425,-0.0016010269381182894,-0.12458752115970582,0.0,0.0,-0.025336955812693362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014983084193466976,0.0,-0.00582948788712539,-0.03862900492487977,0.0,0.0,0.0,0.0,0.0,-0.004594198635642669,-0.01064601393735145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010902852308837393
-0.04725919217671097,1.385638885137654,-0.08730319344468129,0.0,-0.0990584135360322,-0.05528270319079126,0.0,-0.06462319670226299,-0.04903744641794437,-0.06887318942830067,-0.076652521718123,-0.04710608061794989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013817591968655807,0.0,-0.025129077563280325,-0.009159037077985224,0.0,-0.02939620544476992,-0.012329738112435052,-0.009299893609437691,-0.008613281066111445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03416208866315601,0.0,0.0,-0.022295152562920837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020324313000765308,0.0,0.0,0.0,-0.002158780180420101,0.0,0.0,0.0,0.0,0.0,0.0,-0.020153313204738385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004143650124346492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02505832847938414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005776647742327707,0.0,-0.008241721106085243,0.0,0.0,0.0,0.0,-0.00371227069202286,0.0,0.0,-0.0011016164371401248,0.0,0.0,0.0,0.0,-0.004032871455721485,0.0,0.0,-0.00368874976966645,0.0,0.0,-0.011963322828778444
-0.04276928095343463,-0.08730319344468129,1.2126661982985676,0.0,-0.08764196033894481,-0.044322855576697816,0.0,-0.05136551252245157,-0.03525355475858124,-0.025866197603364303,-0.06471467433978421,-0.017248663244370417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012630840918579078,0.0,0.0,-0.0074096295447325265,0.0,-0.019786429904705832,-0.02238925355693993,0.0,-0.029958555923712563,-0.011724468470851864,-0.009235835256946606,-0.016561221444867245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01802975634188976,0.0,0.0,-0.03424878503544649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015787936351304536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004894754209692475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0076698504302640065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01430837902838401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028234952991009664,0.0,0.0,0.0,0.0,-0.010467985356443398,0.0,-0.003032744666361684,-0.01605592309265889,0.0,0.0,0.0,0.0,-0.007779753469023974,0.0,0.0,-0.0052564327657765465,0.0,0.0,-0.017334749221424417
-0.08197229212269774,0.0,0.0,1.560950920740079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08630180728473141,0.0,0.0,0.0,-0.0067140057944792,0.0,0.0,-0.0006181386471173638,-0.026889206723922816,0.0,0.0,-0.04819126569948516,0.0,0.0,0.0,0.0,0.0,0.0,-0.003920676927951587,0.0,0.0,0.0,-0.07867664071844048,0.0,0.0,0.0,0.0,0.0,0.0,-0.005560658102873265,-0.004114876754291029,-0.0016688631501491373,0.0,-0.07443165439740351,0.0,0.0,0.0,0.0,-0.016613734423887846,-0.014671487430210304,0.0,0.0,0.0,0.0,-0.07288518002879069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03404164318214406,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021745464469127788,0.0,0.0,0.0,-0.05583396740061622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020277633912507163,0.0,0.0,-0.0741746408202088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04050464136875599,0.0,-0.0009204950309793887,0.0,0.0,0.0,0.0,0.0,-0.00024438481875594894,-0.008016635549532837,0.0,-0.09251492648785828,-0.01034935982531292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034164567505003797,0.0,-0.00874857472496887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0914736055929243,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017003055841733564,0.0,0.0,0.0,-0.007972019759966672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03149353266822081,-0.0990584135360322,-0.08764196033894481,0.0,1.3341043372995602,-0.05788715313374299,0.0,-0.07803962299587205,-0.0587402892068485,-0.051406158949571484,-0.07589546800203636,-0.044630462051564096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006244361522345651,0.0,-0.02077327288460644,-0.016484813762734134,0.0,-0.024185971616673112,-0.010654605193818098,-0.01333882757278097,-0.008512033203793299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04279069572394471,0.0,0.0,-0.01773595125787948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0126223295151309,0.0,0.0,0.0,-0.000835259364707488,0.0,0.0,0.0,0.0,0.0,0.0,-0.011941182545282076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006067647783236595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017340485227092115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006415153876060693,0.0,-0.011462071577081144,0.0,0.0,0.0,0.0,-0.005470453131306782,0.0,0.0,-0.005289131553563653,0.0,0.0,0.0,0.0,-0.005771891262764417,0.0,0.0,-0.003993244700062961,0.0,0.0,-0.006553649659440068
-0.019949583703066102,-0.05528270319079126,-0.044322855576697816,0.0,-0.05788715313374299,1.2062152073640764,0.0,-0.0914890313287436,-0.0921876269094225,-0.06397277835941101,-0.08306319383056579,-0.026062979073644882,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036478485268866736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015230801562865656,-0.0011360652355128574,0.0,-0.014824659296517603,0.0,-0.0113978672509783,-0.007085593971622342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003146269493301308,0.0,0.0,-0.007189484630125816,-0.005795236888808934,0.0,0.0,0.0,0.0,0.0,-0.053183847100690886,0.0,0.0,-0.00990410576726684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00631067985971384,0.0,0.0,0.0,-0.0011433971254414606,0.0,0.0,0.0,0.0,0.0,0.0,-0.026410139135345987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018614279913205533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.406122892384363e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009998953761525035,-0.0131564654860502,0.0,-0.003914907063073961,0.0,-0.0020644713521842445,-0.008259107390391745
0.0,0.0,0.0,0.0,0.0,0.0,1.6315962499623544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04730805786340322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07364147943468415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08185255043962637,0.0,0.0,0.0,0.0,-0.001731555431787406,0.0,-0.0026134893196503393,0.0,0.0,0.0,-0.08030559973743867,0.0,0.0,0.0,-0.0041021614872596935,0.0,-0.005692546734334294,-0.010753264846955608,0.0,-0.007859276060343083,-0.01314883250995645,-0.06633128565116987,-0.01397438071397458,-0.013093618309497464,-0.006697833960690578,-0.012881219360238248,0.0,0.0,0.0,0.0,0.0,0.0,-0.04222990954564672,0.0,0.0,0.0,0.0,0.0,-0.003204097174315132,0.0,0.0,0.0,0.0,-0.05134905008448696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07023493226202995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007675344470241194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0571686046919162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001704250857487218,-0.02208543006374406,-0.012980138902398852,-0.011071908327897735,-0.011984287910348102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07573607099179153,0.0,0.0,0.0,0.0,-0.0005253781149292658,0.0,0.0,0.0,0.0,0.0,-0.08538561644808126,0.0,0.0,0.0,0.0,-0.04552944298611852,0.0,0.0,0.0,0.0,0.0,-0.07889604153402899,0.0,0.0,0.0,0.0
-0.015812269609659934,-0.06462319670226299,-0.05136551252245157,0.0,-0.07803962299587205,-0.0914890313287436,0.0,1.3684278624163067,-0.07457878588298275,-0.059907488122587074,-0.09141471068511016,-0.061339683374164615,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009989987620553043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022146953222013783,-0.007672876634591353,0.0,-0.023872632609185655,-0.0017994406976785397,-0.0159050699597292,-0.0026700037752379834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037241079838763523,-0.0036961361622296685,0.0,0.0,-0.00815858767973452,-0.004508612207765112,0.0,0.0,0.0,0.0,0.0,-0.05750098228307955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064662924701101455,0.0,0.0,0.0,-0.0005111323539427863,0.0,0.0,0.0,0.0,0.0,0.0,-0.04768416206009022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017232857368520225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0087434334472291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009315826006456316,-0.00998707788054442,0.0,-0.005946873942974077,0.0,0.0,-0.00815505527931253
-0.02587088726429724,-0.04903744641794437,-0.03525355475858124,0.0,-0.0587402892068485,-0.0921876269094225,0.0,-0.07457878588298275,1.2875073520687588,-0.08414177573500549,-0.06150767143148339,-0.0545223997643476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010897600682842354,-0.006963592478169531,0.0,-0.01029611621811267,-0.002336730562085046,-0.015126952839192269,-0.020437444544934756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004844343476271478,0.0,0.0,-0.012567286668869998,-0.00529133003999546,0.0,0.0,0.0,-0.001849524576542802,0.0,-0.0642442030853742,0.0,0.0,-0.00675094604296886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010016799806411408,0.0,0.0,0.0,-0.0021803811846451125,0.0,0.0,0.0,0.0,0.0,0.0,-0.014948709195243944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03161326487121676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010148544623526585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018307510516386145,-0.013872577555001788,0.0,-0.010711571915092272,0.0,0.0,-0.004579916950351522
-0.017269995303491926,-0.06887318942830067,-0.025866197603364303,0.0,-0.051406158949571484,-0.06397277835941101,0.0,-0.059907488122587074,-0.08414177573500549,1.0881756438124601,-0.03355761280767282,-0.02479760065913701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007493804189129268,0.0,0.0,0.0,0.0,-0.0042240286169898545,-0.019785353559964053,-0.01670483599612204,-0.00958683802542808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013885148390211124,-0.006516898182471818,0.0,-0.012483968810318264,-0.004397099146808164,-0.001980220660290337,0.0,-0.05171006526937316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011619115334571885,0.0,0.0,0.0,-0.005319809190275704,0.0,0.0,0.0,-0.005635310514582589,0.0,0.0,0.0,0.0,-0.020412933305639508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021889070053045107,0.0,-0.02238773436961086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005014529034465162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011667344987779046,-0.014799824119837353,0.0,-0.012508618465505958,0.0,0.0,-0.0004952037285681707
